PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,height,weight
202684,Tristan,Thompson,Tristan Thompson,"Thompson, Tristan",T. Thompson,1991-03-13T00:00:00,Texas,Canada,Texas/Canada,6-9,254,8,13,Center-Forward,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,tristan_thompson,2011,2019,N,Y,Y,2011,1,4,206.0,115.0
203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,1994-05-18T00:00:00,Switzerland,Switzerland,Switzerland/Switzerland,6-10,240,5,15,Center,Active,1610612745,Rockets,HOU,rockets,Houston,clint_capela,2014,2019,Y,Y,Y,2014,1,25,208.0,109.0
101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,6-1,175,14,3,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,chris_paul,2005,2019,N,Y,Y,2005,1,4,185.0,79.0
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,7,3,Forward-Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2019,N,Y,Y,2012,1,1,208.0,115.0
203901,Elfrid,Payton,Elfrid Payton,"Payton, Elfrid",E. Payton,1994-02-22T00:00:00,Louisana-Lafayette,USA,Louisiana-Lafayette/USA,6-3,195,5,6,Guard,Active,1610612752,Knicks,NYK,knicks,New York,elfrid_payton,2014,2019,N,Y,Y,2014,1,10,190.0,88.0
1627751,Jakob,Poeltl,Jakob Poeltl,"Poeltl, Jakob",J. Poeltl,1995-10-15T00:00:00,Utah,Austria,Utah/Austria,7-1,245,3,25,Center,Active,1610612759,Spurs,SAS,spurs,San Antonio,jakob_poeltl,2016,2019,Y,Y,Y,2016,1,9,216.0,111.0
1626157,Karl-Anthony,Towns,Karl-Anthony Towns,"Towns, Karl-Anthony",K. Towns,1995-11-15T00:00:00,Kentucky,USA,Kentucky/USA,6-11,248,4,32,Center-Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,karl-anthony_towns,2015,2019,N,Y,Y,2015,1,1,211.0,112.0
1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,1993-05-09T00:00:00,Indiana,USA,Indiana/USA,6-0,178,3,3,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,yogi_ferrell,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,183.0,81.0
1626161,Willie,Cauley-Stein,Willie Cauley-Stein,"Cauley-Stein, Willie",W. Cauley-Stein,1993-08-18T00:00:00,Kentucky,USA,Kentucky/USA,7-0,240,4,2,Center,Active,1610612744,Warriors,GSW,warriors,Golden State,willie_cauley-stein,2015,2019,N,Y,Y,2015,1,6,213.0,109.0
1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,2,45,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,donovan_mitchell,2017,2019,N,Y,Y,2017,1,13,185.0,98.0
204060,Joe,Ingles,Joe Ingles,"Ingles, Joe",J. Ingles,1987-10-02T00:00:00, ,Australia,Australia/Australia,6-7,220,5,2,Forward-Guard,Active,1610612762,Jazz,UTA,jazz,Utah,joe_ingles,2014,2019,N,Y,Y,Undrafted,Undrafted,Undrafted,201.0,100.0
203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,1992-06-26T00:00:00,France,France,France/France,7-1,258,6,27,Center,Active,1610612762,Jazz,UTA,jazz,Utah,rudy_gobert,2013,2019,Y,Y,Y,2013,1,27,216.0,117.0
101162,Marcin,Gortat,Marcin Gortat,"Gortat, Marcin",M. Gortat,1984-02-17T00:00:00,,Poland,RheinEnergie Cologne/Poland,,,11,,,Inactive,0,,,,,marcin_gortat,2007,2018,Y,Y,Y,2005,2,57,,
203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,1995-02-19T00:00:00, ,Serbia,Serbia/Serbia,7-0,284,4,15,Center,Active,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2019,N,Y,Y,2014,2,41,213.0,129.0
1629028,Deandre,Ayton,Deandre Ayton,"Ayton, Deandre",D. Ayton,1998-07-23T00:00:00,Arizona,Bahamas,University of Arizona/Bahamas,6-11,250,1,22,Center,Active,1610612756,Suns,PHX,suns,Phoenix,deandre_ayton,2018,2019,N,Y,Y,2018,1,1,211.0,113.0
201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,11,6,Center,Active,1610612751,Nets,BKN,nets,Brooklyn,deandre_jordan,2008,2019,N,Y,Y,2008,2,35,211.0,120.0
1627732,Ben,Simmons,Ben Simmons,"Simmons, Ben",B. Simmons,1996-07-20T00:00:00,Louisiana State,Australia,Louisiana State/Australia,6-10,240,2,25,Guard-Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,ben_simmons,2016,2019,N,Y,Y,2016,1,1,208.0,109.0
1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,1999-04-16T00:00:00,Duke,USA,Duke University/USA,6-9,270,1,34,Center-Forward,Active,1610612741,Bulls,CHI,bulls,Chicago,wendell_carter_jr,2018,2019,N,Y,Y,2018,1,7,206.0,122.0
203953,Jabari,Parker,Jabari Parker,"Parker, Jabari",J. Parker,1995-03-15T00:00:00,Duke,USA,Duke/USA,6-8,245,5,5,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,jabari_parker,2014,2019,N,Y,Y,2014,1,2,203.0,111.0
101133,Ian,Mahinmi,Ian Mahinmi,"Mahinmi, Ian",I. Mahinmi,1986-11-05T00:00:00, ,France,Pau Orthez/France,6-11,262,11,28,Center,Active,1610612764,Wizards,WAS,wizards,Washington,ian_mahinmi,2007,2019,Y,Y,Y,2005,1,28,211.0,119.0
201160,Jason,Smith,Jason Smith,"Smith, Jason",J. Smith,1986-03-02T00:00:00,Colorado State,USA,Colorado State/USA,,,10,,,Inactive,0,,,,,jason_smith,2007,2018,N,Y,Y,2007,1,20,,
202693,Markieff,Morris,Markieff Morris,"Morris, Markieff",M. Morris,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-8,245,8,8,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,markieff_morris,2011,2019,N,Y,Y,2011,1,13,203.0,111.0
203994,Jusuf,Nurkic,Jusuf Nurkic,"Nurkic, Jusuf",J. Nurkic,1994-08-23T00:00:00, ,Bosnia and Herzegovina,Boznia & Herzegovina/Bosnia and Herzegovina,7-0,290,5,27,Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,jusuf_nurkic,2014,2019,N,Y,Y,2014,1,16,213.0,132.0
201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,1988-01-19T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270,11,7,Center-Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,javale_mcgee,2008,2019,N,Y,Y,2008,1,18,213.0,122.0
1626170,Jerian,Grant,Jerian Grant,"Grant, Jerian",J. Grant,1992-10-09T00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,205,4,22,Guard,Active,1610612753,Magic,ORL,magic,Orlando,jerian_grant,2015,2018,Y,Y,Y,2015,1,19,193.0,93.0
2225,Tony,Parker,Tony Parker,"Parker, Tony",T. Parker,1982-05-17T00:00:00, ,France,Paris BR/France,6-2,185,18,9,Guard,Active,1610612766,Hornets,CHA,hornets,Charlotte,tony_parker,2001,2018,N,Y,Y,2001,1,28,188.0,84.0
201586,Serge,Ibaka,Serge Ibaka,"Ibaka, Serge",S. Ibaka,1989-09-18T00:00:00, ,Democratic Republic of the Congo,Ricoh Manresa/Democratic Republic of the Congo,7-0,235,10,9,Forward,Active,1610612761,Raptors,TOR,raptors,Toronto,serge_ibaka,2009,2019,N,Y,Y,2008,1,24,213.0,107.0
203935,Marcus,Smart,Marcus Smart,"Smart, Marcus",M. Smart,1994-03-06T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-3,220,5,36,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,marcus_smart,2014,2019,Y,Y,Y,2014,1,6,190.0,100.0
202710,Jimmy,Butler,Jimmy Butler,"Butler, Jimmy",J. Butler,1989-09-14T00:00:00,Marquette,USA,Marquette/USA,6-7,230,8,22,Forward,Active,1610612748,Heat,MIA,heat,Miami,jimmy_butler,2011,2019,N,Y,Y,2011,1,30,201.0,104.0
201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,11,0,Forward-Center,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kevin_love,2008,2019,N,Y,Y,2008,1,5,203.0,114.0
203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,1994-12-06T00:00:00, ,Greece,Greece/Greece,6-11,242,6,34,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013,2019,N,Y,Y,2013,1,15,211.0,110.0
201601,Luc,Mbah a Moute,Luc Mbah a Moute,"Mbah a Moute, Luc",L. Mbah a Moute,1986-09-09T00:00:00,California-Los Angeles,Cameroon,UCLA/Cameroon,,,10,,,Inactive,0,,,,,luc_mbah a moute,2008,2018,N,Y,Y,2008,2,37,,
202331,Paul,George,Paul George,"George, Paul",P. George,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,9,13,Forward,Active,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2019,N,Y,Y,2010,1,10,203.0,100.0
1628384,OG,Anunoby,OG Anunoby,"Anunoby, OG",O. Anunoby,1997-07-17T00:00:00,Indiana,United Kingdom,Indiana/United Kingdom,6-7,232,2,3,Forward,Active,1610612761,Raptors,TOR,raptors,Toronto,og_anunoby,2017,2019,N,Y,Y,2017,1,23,201.0,105.0
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,"Hardaway Jr., Tim",T. Hardaway Jr.,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,6,11,Guard-Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway jr.,2013,2019,Y,Y,Y,2013,1,24,196.0,93.0
200755,JJ,Redick,JJ Redick,"Redick, JJ",J. Redick,1984-06-24T00:00:00,Duke,USA,Duke/USA,6-3,200,13,4,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,jj_redick,2006,2019,N,Y,Y,2006,1,11,190.0,91.0
203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,6,33,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,robert_covington,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,201.0,95.0
1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,1997-02-15T00:00:00,UNLV,USA,Nevada-Las Vegas/USA,6-6,210,3,5,Forward,Active,1610612748,Heat,MIA,heat,Miami,derrick_jones jr.,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,198.0,95.0
203087,Jeremy,Lamb,Jeremy Lamb,"Lamb, Jeremy",J. Lamb,1992-05-30T00:00:00,Connecticut,USA,Connecticut/USA,6-5,180,7,26,Guard-Forward,Active,1610612754,Pacers,IND,pacers,Indiana,jeremy_lamb,2012,2019,Y,Y,Y,2012,1,12,196.0,82.0
203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,"Kidd-Gilchrist, Michael",M. Kidd-Gilchrist,1993-09-26T00:00:00,Kentucky,USA,Kentucky/USA,6-6,232,7,14,Forward,Active,1610612766,Hornets,CHA,hornets,Charlotte,michael_kidd-gilchrist,2012,2019,N,Y,Y,2012,1,2,198.0,105.0
1628372,Dennis,Smith Jr.,Dennis Smith Jr.,"Smith Jr., Dennis",D. Smith Jr.,1997-11-25T00:00:00,North Carolina State,USA,North Carolina State/USA,6-2,205,2,5,Guard,Active,1610612752,Knicks,NYK,knicks,New York,dennis_smith jr.,2017,2019,N,Y,Y,2017,1,9,188.0,93.0
201588,George,Hill,George Hill,"Hill, George",G. Hill,1986-05-04T00:00:00,,USA,IUPUI/USA,6-3,188,11,3,Guard,Active,1610612749,Bucks,MIL,bucks,Milwaukee,george_hill,2008,2019,N,Y,Y,2008,1,26,190.0,85.0
1627752,Taurean,Prince,Taurean Prince,"Prince, Taurean",T. Prince,1994-03-22T00:00:00,Baylor,USA,Baylor/USA,6-7,218,3,2,Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,taurean_prince,2016,2019,Y,Y,Y,2016,1,12,201.0,99.0
202328,Greg,Monroe,Greg Monroe,"Monroe, Greg",G. Monroe,1990-06-04T00:00:00,Georgetown,USA,Georgetown/USA,6-11,265,9,55,Center,Active,1610612755,76ers,PHI,sixers,Philadelphia,greg_monroe,2010,2018,N,Y,Y,2010,1,7,211.0,120.0
202687,Bismack,Biyombo,Bismack Biyombo,"Biyombo, Bismack",B. Biyombo,1992-08-28T00:00:00, ,Democratic Republic of the Congo,Baloncesto Fuenlabrada/Democratic Republic of Cong,6-8,255,8,8,Center,Active,1610612766,Hornets,CHA,hornets,Charlotte,bismack_biyombo,2011,2019,N,Y,Y,2011,1,7,203.0,116.0
1628373,Frank,Ntilikina,Frank Ntilikina,"Ntilikina, Frank",F. Ntilikina,1998-07-28T00:00:00, ,France,France/France,6-4,200,2,11,Guard,Active,1610612752,Knicks,NYK,knicks,New York,frank_ntilikina,2017,2019,N,Y,Y,2017,1,8,193.0,91.0
1626162,Kelly,Oubre Jr.,Kelly Oubre Jr.,"Oubre Jr., Kelly",K. Oubre Jr.,1995-12-09T00:00:00,Kansas,USA,Kansas/USA,6-7,203,4,3,Forward-Guard,Active,1610612756,Suns,PHX,suns,Phoenix,kelly_oubre jr.,2015,2019,N,Y,Y,2015,1,15,201.0,92.0
202691,Klay,Thompson,Klay Thompson,"Thompson, Klay",K. Thompson,1990-02-08T00:00:00,Washington State,USA,Washington State/USA,6-6,215,8,11,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,klay_thompson,2011,2019,N,Y,Y,2011,1,11,198.0,98.0
200746,LaMarcus,Aldridge,LaMarcus Aldridge,"Aldridge, LaMarcus",L. Aldridge,1985-07-19T00:00:00,Texas,USA,Texas/USA,6-11,250,13,12,Center-Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,lamarcus_aldridge,2006,2019,N,Y,Y,2006,1,2,211.0,113.0
1626204,Larry,Nance Jr.,Larry Nance Jr.,"Nance Jr., Larry",L. Nance Jr.,1993-01-01T00:00:00,Wyoming,USA,Wyoming/USA,6-7,245,4,22,Forward-Center,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,larry_nance jr.,2015,2019,N,Y,Y,2015,1,27,201.0,111.0
203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,5,12,Guard-Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014,2019,Y,Y,Y,2014,2,33,198.0,100.0
1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,6-5,200,4,0,Guard,Active,1610612755,76ers,PHI,sixers,Philadelphia,josh_richardson,2015,2019,Y,Y,Y,2015,2,40,196.0,91.0
202498,Lance,Thomas,Lance Thomas,"Thomas, Lance",L. Thomas,1988-04-24T00:00:00,Duke,USA,Duke/USA,6-8,240,8,42,Forward,Active,1610612752,Knicks,NYK,knicks,New York,lance_thomas,2011,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,203.0,109.0
1626171,Bobby,Portis,Bobby Portis,"Portis, Bobby",B. Portis,1995-02-10T00:00:00,Arkansas,USA,Arkansas/USA,6-10,250,4,1,Forward,Active,1610612752,Knicks,NYK,knicks,New York,bobby_portis,2015,2019,Y,Y,Y,2015,1,22,208.0,113.0
1628990,Chandler,Hutchison,Chandler Hutchison,"Hutchison, Chandler",C. Hutchison,1996-04-26T00:00:00,Boise State,USA,Boise State University/USA,6-7,210,1,15,Forward-Guard,Active,1610612741,Bulls,CHI,bulls,Chicago,chandler_hutchison,2018,2019,N,Y,Y,2018,1,22,201.0,95.0
1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,6-6,190,2,2,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,lonzo_ball,2017,2019,N,Y,Y,2017,1,2,198.0,86.0
202322,John,Wall,John Wall,"Wall, John",J. Wall,1990-09-06T00:00:00,Kentucky,USA,Kentucky/USA,6-4,210,9,2,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,john_wall,2010,2019,N,Y,Y,2010,1,1,193.0,95.0
202397,Ish,Smith,Ish Smith,"Smith, Ish",I. Smith,1988-07-05T00:00:00,Wake Forest,USA,Wake Forest/USA,6-0,175,9,14,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,ish_smith,2010,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,183.0,79.0
1629012,Collin,Sexton,Collin Sexton,"Sexton, Collin",C. Sexton,1999-01-04T00:00:00,Alabama,USA,University of Alabama/USA,6-1,190,1,2,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,collin_sexton,2018,2019,N,Y,Y,2018,1,8,185.0,86.0
200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,1985-02-10T00:00:00,Louisiana Tech,USA,Louisiana TechUSA/USA,6-7,257,13,4,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,paul_millsap,2006,2019,N,Y,Y,2006,2,47,201.0,117.0
1628970,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,1998-03-21T00:00:00,Michigan State,USA,Michigan State University/USA,6-6,225,1,0,Forward,Active,1610612766,Hornets,CHA,hornets,Charlotte,miles_bridges,2018,2019,N,Y,Y,2018,1,12,198.0,102.0
1629011,Mitchell,Robinson,Mitchell Robinson,"Robinson, Mitchell",M. Robinson,1998-04-01T00:00:00,Western Kentucky,USA,Western Kentucky University/USA,7-0,240,1,23,Center-Forward,Active,1610612752,Knicks,NYK,knicks,New York,mitchell_robinson,2018,2019,N,Y,Y,2018,2,36,213.0,109.0
