video_id,channel_title,channel_id,video_publish_date,video_title,video_description,video_category,video_view_count,video_comment_count,video_like_count,video_dislike_count,video_thumbnail,video_tags,collection_date
xA-dkUjlJ9M,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-26 06:57:17.000000,"NBA Top 10 Plays of the Night | October 25, 2018","Check out the top 10 plays of the night around the NBA, featuring LeBron James, Stanley Johnson, Larry Nance Jr, Jayson Tatum, Jonathan Isaac, Kyle Kuzma, and more! 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,619010,327,6053,188,https://i.ytimg.com/vi/xA-dkUjlJ9M/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|celtics|boston|la lakers|lakers|lbj|lebron|labron|lebronjames|thunder|okc|nuggets|kuzma|pistons|magic|nance jr|stanley johnson|jon isaac|top10|topplays|top10plays,2019-12-29 16:26:59.262087
rhF2g1hG2YA,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-25 07:17:00.000000,"NBA Top 10 Plays of the Night | October 24, 2018","Check out the top 10 plays of the night around the NBA, featuring Bobby Portis, Trae Young, Chandler Hutchison, DeAndre Jordan, Giannis Antetokounmpo, and more! 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,536327,352,5756,230,https://i.ytimg.com/vi/rhF2g1hG2YA/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|trae young|atl|hawks|bobby portis|bulls|chi|mavs|deandrejordan|giannis|bucks|chandlerhutchison|chicago|dallas|atlanta,2019-12-29 16:26:59.492487
mzKBb5r8NNQ,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-24 05:12:48.000000,"NBA Top 5 Plays of the Night | October 23, 2018","Check out the top 5 plays of the night around the NBA, featuring Blake Griffin, Malik Beasley, Trey Lyles and JJ Redick. 

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,374421,253,3836,601,https://i.ytimg.com/vi/mzKBb5r8NNQ/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|malik beasley|block|blake griffin|50 spot|50 piece|50 points|game winner|dunk|poster|embiid|joel|sixers|pistons|nuggets|lyles|trey|jj redick,2019-12-29 16:26:59.681217
ufSHCVQ3Wc0,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-23 06:43:56.000000,"NBA Top 10 Plays of the Night | October 22, 2018","Check out the top 10 plays of the night around the NBA, featuring Miles Bridges, Luka Doncic, LeBron James, Kevin Durant, Zach Lavine, Bismack Biyombo and more! 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,620794,523,5309,434,https://i.ytimg.com/vi/ufSHCVQ3Wc0/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|norman powell|bismack|miles bridges|luka doncic|lebron|labron|lbj|lebron james|kevin durant|kd|lakers|hornets|bulls|mavs|spurs|raptors|bucks|giannis|lavine|zachlavine|dallas,2019-12-29 16:26:59.897831
BizUFX8OSjo,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-22 05:18:22.000000,"NBA Top 5 Plays of the Night | October 21, 2018","Check out the Top 5 Plays of the night featuring Klay Thompson, Lou Williams, Danilo Gallinari, Russell Westbrook, and Juan Hernangómez 

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,321850,194,3788,106,https://i.ytimg.com/vi/BizUFX8OSjo/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|finals|games|game|top 5|Klay Thompson|Lou Williams|Danilo Gallinari|Russell Westbrook|and Juan Hernangómez|best nba plays,2019-12-29 16:27:00.092826
V4sxA3_9Y24,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-21 07:04:01.000000,"NBA Top 10 Plays of the Night | October 20, 2018","Check out the top 10 plays of the night around the NBA, featuring Bradley Beal, Kyle Kuzma, LeBron James, Damian Lillard, James Harden, Dennis Smith Jr, Terrence Ross, and more! 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,642615,416,7076,206,https://i.ytimg.com/vi/V4sxA3_9Y24/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|finals|games|game|beal|wizards|kuzma|lakers|lebron|lillard|harden|dsjr|tross|magic|mavs|rockets|blazers,2019-12-29 16:27:00.299497
xmiubVc9XPc,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-20 07:12:54.000000,"NBA Top 10 Plays of the Night | October 19, 2018","Check out the top 10 plays of the night around the NBA, featuring Jonas Jerebko, Stephen Curry, Anthony Davis, Caris Levert, Joe Ingles, Jimmy Butler and more! 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,631829,486,6152,572,https://i.ytimg.com/vi/xmiubVc9XPc/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|finals|games|game|stephen curry|jerebko|anthony davis|carislevert|brooklynnets|gsw|warriors|jazz|twolves|pelicans|ad,2019-12-29 16:27:00.492784
5wdouLFDPvk,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-19 06:49:01.000000,"NBA Top 5 Plays of the Night | October 18, 2018","Check out the top 5 plays of the night around the NBA, featuring LeBron James, Kelly Olynyk, John Wall, Javale McGee and Al-Farouq Aminu! 

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,240701,295,3860,234,https://i.ytimg.com/vi/5wdouLFDPvk/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|finals|games|game|lebron|labron|lbj|john wall|kelly olynyk|blazers|lakers|wizards|top5,2019-12-29 16:27:00.691322
D03kXJdAkEk,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-18 06:47:46.000000,"NBA Top 10 Plays of the Night | October 17, 2018","Beau Estes counts down the top 10 plays of the night around the NBA, featuring Allonzo Trier, Jarrett Allen, Frank Mason, Mo Bamba, Victor Oladipo, Luka Doncic, Malik Monk, and more! 

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,841017,500,7287,285,https://i.ytimg.com/vi/D03kXJdAkEk/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|finals|games|game|monk|trier|allen|mason|bamba|doncic|nbatipoff|kiatipoff|dunk|assist|block|buzzer beater|knicks|magic|hornets|nets|kings|pacers|mavs|goatmentator|beau estes,2019-12-29 16:27:00.893996
8sc2ncaHHd8,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-10-17 06:45:32.000000,"NBA Top 5 Plays of the Night | Opening Night | October 16, 2018","Check out the Top 5 Plays of the night featuring Terry Rozier, Jaylen Brown, Ben Simmons, Joel Embiid, Damian Jones and more! 

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,350167,262,4827,104,https://i.ytimg.com/vi/8sc2ncaHHd8/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|finals|games|game|top5|openingnight|nbatipoff|kiatipoff|rozier|embiid|jones|simmons|brown|celtics|sixers|warriors|thunder,2019-12-29 16:27:01.082749
Y29-VZJqZxw,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-11-06 07:05:39.000000,"NBA Top 10 Plays of the Night | November 5, 2018","Check out the top 10 plays of the night around the NBA, featuring Allonzo Trier, Mo Bamba, Alec Burks, Gary Harris, Terrance Ferguson and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,509812,263,5990,119,https://i.ytimg.com/vi/Y29-VZJqZxw/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Allonzo Trier|Mo Bamba|Alec Burks|Gary Harris|Terrance Ferguson|Tyler Johnson|Miloš Teodosić|Emmanuel Mudiay|Evan Fournier|Game Winner,2019-12-29 16:27:01.317739
BNSK494NUWc,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-11-07 07:15:43.000000,"NBA Top 5 Plays of the Night | November 6, 2018","Check out the top 5 plays of the night around the NBA, featuring J.J. Barea, Dwight Powell, Dennis Smith Jr, C.J. McCollum, and Miles Bridges.

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,431716,240,5425,413,https://i.ytimg.com/vi/BNSK494NUWc/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|J.J. Barea|Dwight Powell|Dennis Smith Jr|C.J. McCollum|poster dunks|Miles Bridges|ankle breakers,2019-12-29 16:27:01.516290
JCgh6Ikd2pU,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-11-08 07:13:58.000000,"NBA Top 10 Plays of the Night | November 7, 2018","Check out the top 10 plays of the night around the NBA, featuring Aaron Gordon, Donovan Mitchell, Domantis Sabonis, Trae Young, Nikola Vucevic and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,565630,542,6477,171,https://i.ytimg.com/vi/JCgh6Ikd2pU/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|trae young|hawks|atlanta|aaron gordon|mailman|magic|orlando|nikola vucevic|sabonis|embiid|pacers|sixers|donovan mitchell|jazz|dunk,2019-12-29 16:27:01.736150
pUmdHGfxve8,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-11-10 05:51:55.000000,"NBA Top 5 Plays of the Night | November 9, 2018","Check out the top 5 plays of the night around the NBA, featuring Caris Levert, Blake Griffin, Trey Lyles, Jaylen Brown and Spencer Dinwiddie!

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,362041,201,4985,83,https://i.ytimg.com/vi/pUmdHGfxve8/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|jaylen brown|celtics|boston|blake griffin|pistons|detroit|trey lyles|denver nuggets|brooklyn nets|caris levert|nets|brooklyn|bkn|det|spencer dinwiddie|bos|den,2019-12-29 16:27:01.943945
IIuGUYmr_6Q,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-11-13 08:17:37.000000,"NBA Top 10 Plays of the Night | November 12, 2018","Check out the top 10 plays of the night around the NBA, featuring Jabari Parker , Jrue Holiday , Marvin Bagley , Steven Adams , Jeff Green , Paul George, Zach LaVine, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,519629,276,6085,138,https://i.ytimg.com/vi/IIuGUYmr_6Q/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Jabari Parker|Jrue Holiday|Marvin Bagley|Steven Adams|Jeff Green|Paul George|Zach LaVine|nba top plays,2019-12-29 16:27:02.137284
4pBoRGv-uxY,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-11-14 07:04:52.000000,"NBA Top 5 Plays of the Night | November 13, 2018","Check out the top 5 plays of the night around the NBA, featuring Clint Capela, James Harden, Damian Jones, Chris Paul, and Malik Monk!

The Top 5 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,300497,196,3984,365,https://i.ytimg.com/vi/4pBoRGv-uxY/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|james harden|houston rockets|damian jones|golden state warriors|gsw|malik monk|hornets|charlotte|chris paul|cp3|capela|top5,2019-12-29 16:27:02.333179
1q7dNtzugA4,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-12-06 10:31:23.000000,"NBA Top 10 Plays of the Night | December 5, 2018","Check out the top 10 plays of the night from around the NBA, featuring Ben Simmons, Kawhi Leonard, Paul George, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,461341,468,6290,126,https://i.ytimg.com/vi/1q7dNtzugA4/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|paul george|assists|dimes|slam|dunk|jam|westbrook|kawhi,2019-12-29 16:27:02.546308
O4mP2pYIbME,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-12-05 05:46:17.000000,"NBA Top 10 Plays of the Night | December 4, 2018","Check out the top 10 plays of the night around the NBA, featuring Bam Adebayo, Luka Doncic, Myles Turner, DeAndre Jordan, Zach Lavine, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,507909,347,4810,1360,https://i.ytimg.com/vi/O4mP2pYIbME/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|bam adebayo|miami heat|top10|top10plays|luka doncic|mavs|mavericks|deandre jordan|myles turner|pacers|indiana|zach lavine|bulls|chicago,2019-12-29 16:27:02.760188
bV3WvRzYPyY,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-12-04 05:20:13.000000,"NBA Top 10 Plays of the Night | December 3, 2018","Check out the top 10 plays of the night around the NBA, featuring Mitchell Robinson, Larry Nance Jr, Pascal Siakam, Jamal Murray, Nikola Jokic, and more!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,613904,419,6586,166,https://i.ytimg.com/vi/bV3WvRzYPyY/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|nikola jokic|top10|top10playsofthenight|jamal murray|denver nuggets|larry lance jr|cavalaiers|mitchell robinson|knicks|pascal siakam|toronto raptors|clippers|wizards,2019-12-29 16:27:02.990370
Uw_c3hVnj6w,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-12-03 03:45:26.000000,"NBA Top 10 Plays of the Night | December 2, 2018","Check out the top 10 plays of the night around the NBA, featuring Kemba Walker, Joel Embiid, Lou Williams, Dwyane Wade, and Ben Simmons!

The Top 10 of the night in the NBA, tailored down to the very best plays. Tell us your favorites in the comments!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,584796,393,6202,190,https://i.ytimg.com/vi/Uw_c3hVnj6w/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|Anthony Davis|Miles Bridges|dunks|alley oops|cross-over|Kemba Walker|Joel Embiid|Lou Williams|Dwyane Wade|Ben Simmons,2019-12-29 16:27:03.214296
ySPCWNsYLwI,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-12-02 06:58:33.000000,"NBA Top 10 Plays of the Night | December 1, 2018","Check out the top 10 plays of the night from around the NBA featuring Blake Griffin, Zach LaVine, Willie Cauley-Stein, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,466516,600,5699,362,https://i.ytimg.com/vi/ySPCWNsYLwI/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game,2019-12-29 16:27:03.417061
KVMDJfwz-dc,NBA,UCWJ2lWNubArHWmf3FIHbfcQ,2018-12-01 07:30:03.000000,"NBA Top 10 Plays of the Night | November 30, 2018","Check out the top 10 plays of the night from around the NBA, featuring Dwyane Wade, Miles Bridges, Ben Simmons, John Collins, and more!

Subscribe to the NBA: http://bit.ly/2rCglzY

For news, stories, highlights and more, go to our official website at http://www.nba.com

Get NBA LEAGUE PASS: http://www.nba.com/leaguepass",17,403765,293,4040,613,https://i.ytimg.com/vi/KVMDJfwz-dc/hqdefault.jpg,nba|highlights|basketball|plays|amazing|sports|hoops|games|game|top 10|dunk|dimes|bucket,2019-12-29 16:27:03.608706
